"iso3","location","year","inc","discretionary","processed","outside"
"GMB","Gambia, The",2019,0,1.64608063734892,0.511937840743528,0.581981521907554
"GNB","Guinea-Bissau",2019,0,1.64592412464817,0.512091432757034,0.581984442594798
"GNQ","Equatorial Guinea",2019,0,1.93223436700843,0.821178304671634,0.746587328319931
"GRC","Greece",2019,0,1.7613751995712,1.21400135311075,0.814623447318051
"GRD","Grenada",2019,0,1.45532682342284,0.691368121195063,0.583305055382093
"GRL","Greenland",2019,0,1.0496209832707,2.8053187870066,1.0850602297227
"GUM","Guam",2019,0,1.30608682970876,1.81607101583906,0.867842154452179
"GUY","Guyana",2019,0,1.45150205101296,0.594191183434215,0.554306765552821
"HND","Honduras",2019,0,2.10323022941314,0.715484376137369,0.76128539444949
"HRV","Croatia",2019,0,2.27445895923852,1.33936589373777,0.986175147023703
"HTI","Haiti",2019,0,1.41886608905332,0.455412940926266,0.505720970020417
"HUN","Hungary",2019,0,2.30468333126257,1.44945523544351,1.02586143329391
"IDN","Indonesia",2019,0,2.63553894604506,0.969496285182753,0.974964768772188
"IRL","Ireland",2019,0,0.398,2.69944814354507,0.882551856454931
"IRN","Iran, Islamic Rep.",2019,0,2.35088449916105,0.829589700633338,0.859525800205614
"IRQ","Iraq",2019,0,2.25271959848556,0.887103383753832,0.850177017760612
"ISL","Iceland",2019,0,0.338221559679387,2.27675099295696,0.745027447363651
"ISR","Israel",2019,0,1.06980620112245,1.93924819797436,0.840945600903188
"ITA","Italy",2019,0,1.44770325715136,1.72368052792964,0.878616214919
"JAM","Jamaica",2019,0,1.49606953647431,0.589274732883335,0.564655730642351
"KAZ","Kazakhstan",2019,0,2.39605676804507,1.13463463254228,0.959308599412641
"KEN","Kenya",2019,0,1.42563617741967,0.472060805340851,0.512303017239484
"KGZ","Kyrgyz Republic",2019,0,2.35174800895153,0.75886745681863,0.839384534229843
"KHM","Cambodia",2019,0,2.5353371571818,0.827148174068929,0.907514668749275
"KIR","Kiribati",2019,0,1.92406473564276,0.619570938348296,0.686364326008949
"KWT","Kuwait",2019,0,1.70848976242261,1.81713480586268,0.974375431714708
"LAO","Lao PDR",2019,0,2.58827367611548,0.883893712780122,0.937832611104394
"LBN","Lebanon",2019,0,2.17157835675865,0.990022062832613,0.858399580408742
"LBR","Liberia",2019,0,1.57509214729698,0.488435148886933,0.556472703816091
"LBY","Libya",2019,0,2.07075571299617,1.01132453283233,0.837919754171496
"LCA","St. Lucia",2019,0,1.4069360554168,0.723328123924166,0.579735820659034
"LKA","Sri Lanka",2019,0,2.64937561439849,0.971445567227943,0.979178818373572
"LSO","Lesotho",2019,0,1.88452237714916,0.596264419945353,0.669213202905485
"LTU","Lithuania",2019,0,1.82659021531818,1.28198914033108,0.851420644350738
"LUX","Luxembourg",2019,0,0.415,2.81475120495277,0.920248795047227
"LVA","Latvia",2019,0,1.85827726941705,1.21983791110457,0.841884819478381
"MAR","Morocco",2019,0,2.21660911123237,0.790554188340569,0.812836700427061
"MDA","Moldova",2019,0,2.03044400506408,0.755856847016196,0.753699147919729
"MDG","Madagascar",2019,0,1.59613302040559,0.491078536013928,0.562788443580479
"MDV","Maldives",2019,0,2.43388131360068,1.22950175573601,0.996616930663301
"MEX","Mexico",2019,0,1.76702817921615,0.85907962384868,0.71389219693517
"MHL","Marshall Islands",2019,0,1.89644700238939,0.732075888423532,0.711477109187077
"MKD","North Macedonia",2019,0,2.49767170566458,1.00386044569849,0.948467848636926
"MLI","Mali",2019,0,1.65570533502036,0.518020493785282,0.586274171194362
"MLT","Malta",2019,0,1.50220090814396,1.6624359869028,0.875363104953239
"MMR","Myanmar",2019,0,2.62084267494528,0.844168612814706,0.934988712240017
"MNE","Montenegro",2019,0,2.42058901632857,1.1027963091294,0.956614674542023
"MNG","Mongolia",2019,0,2.44946677487831,0.911416127118767,0.909117098002921
"MNP","Northern Mariana Islands",2019,0,1.62991892242559,1.33524064953094,0.814840428043466
"MRT","Mauritania",2019,0,1.71319099258665,0.562537913448352,0.614271093964998
"MUS","Mauritius",2019,0,2.47901493814454,1.25508521883802,1.01589984301744
"MWI","Malawi",2019,0,1.58870474763081,0.490604317613056,0.560690934756137
"MYS","Malaysia",2019,0,2.54091496091524,1.27197903387078,1.03710600521398
"NAM","Namibia",2019,0,1.93203771357871,0.743732568345859,0.724229718075431
"NER","Niger",2019,0,1.59539854457816,0.491799305770419,0.562802149651425
"NIC","Nicaragua",2019,0,2.11945345316538,0.699563894350769,0.760982652483848
"NLD","Netherlands",2019,0,0.778301622344328,2.00016071484717,0.781537662808497
"NOR","Norway",2019,0,0.436,2.95718439845641,0.966815601543592
"NPL","Nepal",2019,0,2.75374706014213,0.876785671524479,0.979467268333386
"OMN","Oman",2019,0,2.01735980376804,1.38980664372879,0.932833552503162
"PAK","Pakistan",2019,0,2.85832895263257,0.921668952228074,1.02000209513936
"PAN","Panama",2019,0,1.91363779694226,1.18880208370516,0.847560119352589
"PER","Peru",2019,0,2.05252417538407,0.858410667283382,0.78906515733255
"PNG","Papua New Guinea",2019,0,1.9369186836532,0.661303962169271,0.701777354177531
"POL","Poland",2019,0,2.17636180827558,1.31141049942345,0.952227692300968
"PRI","Puerto Rico",2019,0,1.05283413848085,1.21833570453897,0.628830156980185
"PRK","Korea, Dem. People's Rep.",2019,0,NA,NA,NA
"PRY","Paraguay",2019,0,2.0444637147184,0.811973607499384,0.773562677782221
"PSE","West Bank and Gaza",2019,0,2.11948951148298,0.761639484919218,0.778871003597799
"QAT","Qatar",2019,0,0.673998189356897,3.01865463499582,1.04734717564728
"RUS","Russian Federation",2019,0,2.0211532873041,1.02894583847423,0.829900874221666
"RWA","Rwanda",2019,0,1.6383954099826,0.511715781898423,0.579888808118977
"SAU","Saudi Arabia",2019,0,1.89340956284515,1.53473546224784,0.941854974907017
"SDN","Sudan",2019,0,2.21011144187367,0.688236396534669,0.781652161591661
"SEN","Senegal",2019,0,1.66683109551503,0.538157839373196,0.595011065111769
"SGP","Singapore",2019,0,0.765061155358465,4.2724408531962,1.43249799144534
"SLB","Solomon Islands",2019,0,1.89459940935873,0.640722539475164,0.684678051166104
"SLE","Sierra Leone",2019,0,1.64443251781109,0.505791332683211,0.579776149505701
"SLV","El Salvador",2019,0,2.114131401975,0.782425350618022,0.783443247406979
"SOM","Somalia",2019,0,1.50436105450912,0.464679863062736,0.53095908242814
"SRB","Serbia",2019,0,2.45893152827455,1.04964156371375,0.951426908011704
"SSD","South Sudan",2019,0,NA,NA,NA
"STP","Sao Tome and Principe",2019,0,1.68687940961182,0.557303007344846,0.605817583043336
"SUR","Suriname",2019,0,1.53092262507082,0.632710758606131,0.586366616323053
"SVK","Slovak Republic",2019,0,2.16214199209882,1.5039340152738,1.00392399262737
"SVN","Slovenia",2019,0,1.95729958884147,1.75153708155566,1.02116332960287
"SWE","Sweden",2019,0,1.02835647432464,2.57774257444,1.01390095123536
"SWZ","Eswatini",2019,0,1.94174961219442,0.703146415701546,0.71510397210403
"SYC","Seychelles",2019,0,1.84962075848204,1.16622190668149,0.824157334836468
"SYR","Syrian Arab Republic",2019,0,2.22977050105214,0.70776355552931,0.792465943418548
"TCD","Chad",2019,0,1.67054729326041,0.518983245682408,0.590469461057179
"TGO","Togo",2019,0,1.63154634807793,0.510673161295304,0.577780490626763
"TJK","Tajikistan",2019,0,2.33817697457436,0.733365881798801,0.828457143626835
"TKM","Turkmenistan",2019,0,2.42820151540109,1.03321489108284,0.938583593516066
"TLS","Timor-Leste",2019,0,2.54406543448981,0.826346647352197,0.909587918157996
"TON","Tonga",2019,0,1.96104642811784,0.746320674121558,0.7326328977606
"TTO","Trinidad and Tobago",2019,0,1.37367141625629,0.82584685886041,0.600481724883301
"TUN","Tunisia",2019,0,2.27523602489218,0.810660032916975,0.834103942190843
"TZA","Tanzania",2019,0,1.87877837747491,0.594137358704479,0.667084263820614
"UGA","Uganda",2019,0,1.6380542628573,0.512050562869071,0.579895174273624
"UKR","Ukraine",2019,0,2.13094644266075,0.76592409580783,0.783129461531415
"URY","Uruguay",2019,0,1.97016955553017,1.30413044961604,0.895699994853788
"UZB","Uzbekistan",2019,0,2.44843557113661,0.803733879541221,0.877830549322173
"VCT","St. Vincent and the Grenadines",2019,0,1.46341054656289,0.660143632605119,0.576445820831988
"VEN","Venezuela, RB",2019,0,NA,NA,NA
"VIR","Virgin Islands (U.S.)",2019,0,0.956090434013056,1.37538504842961,0.648524517557331
"VUT","Vanuatu",2019,0,1.92515421306392,0.672848895692099,0.701996891243982
"WSM","Samoa",2019,0,1.25194215492697,0.463944463531575,0.464113381541455
"YEM","Yemen, Rep.",2019,0,2.16951585354245,0.673727325622329,0.766756820835218
"ZMB","Zambia",2019,0,1.67682081874875,0.536118406603282,0.597060774647963
"ZWE","Zimbabwe",2019,0,1.88209015330433,0.606415128003085,0.671494718692588
"CHN","China",2020,0.0623985541571054,7.11689,1.36236843243013,2.25314012172697
"CRI","Costa Rica",2020,0,2.4948,0.540846242388201,0.814353757611799
"ECU","Ecuador",2020,0,2.4723,0.438704417349343,0.778995582650657
"IND","India",2020,0.0038112,3.45787,0.0832112,0.43273
"VNM","Vietnam",2020,0.13630211484529,0.59535,2.97592950745551,0.975022607389785
"ETH","Ethiopia",2020,0,2.12,0.053,0.477
"THA","Thailand",2020,0.0998803274973099,1.598,2.18072048369127,1.02115984380604
"BGD","Bangladesh",2020,0.0044928,4.07628,0.0980928,0.51012
"PHL","Philippines",2020,0.0947800554548941,1.5164,2.06936454409852,0.969015511356373
"ZAF","South Africa",2020,0,1.27836,1.21440680250751,0.687233197492485
"NGA","Nigeria",2020,0,1.02912,0.97763566491171,0.55324433508829
"AUS","Australia",2020,-0.00415708092933033,0.63315,1.97540526637083,0.737287652699844
"NZL","New Zealand",2020,-0.00609115308912043,0.6915,2.89445793696823,1.01795090994265
"BRA","Brazil",2020,0,2.56432,0.402748708766406,0.792931291233594
"USA","United States",2020,-0.00722568244527131,0.53655,3.43357548196964,1.13264883558509
"BEN","Benin",2020,0,1.5184,0.776985522673583,0.624614477326417
"MOZ","Mozambique",2020,0,1.59265,0.494496559692602,0.562853440307398
"BRN","Brunei",2020,-0.00241163357972345,3.9406,1.14598530914573,1.37100305727455
"JPN","Japan",2020,-0.00286749729694889,3.1735,1.36260740601205,1.231025096691
"JOR","Jordan",2020,0.0694011740915004,1.3685,1.76211273729883,0.848788436792673
"KOR","South Korea",2020,-0.00431535572254289,2.0358,2.05061594072645,1.129268703551
"TUR","Turkey",2020,0.0480003247465585,1.2833,1.2187399527114,0.675960372035159
"AUT","Austria",2020,-0.00460503758666631,0.88256,2.18827000368301,0.864564958730328
"DNK","Denmark",2020,-0.00461960643144947,0.4008,2.19519297997306,0.739387413595491
"FIN","Finland",2020,-0.00456301842620418,0.8001,2.16830289881388,0.837034082759914
"PRT","Portugal",2020,-0.00333158688924288,1.5717,1.58313836036927,0.871830052741484
"ROU","Romania",2020,0.00578073866618362,2.7938,0.819969283199088,0.972011455467096
"CAN","Canada",2020,-0.00544031919856546,0.7225,2.58518787059451,0.936871810206925
"GTM","Guatemala",2020,0,2.0636,0.055626584883181,0.560773415116819
"AFG","Afghanistan",2020,0.0306703307477403,2.07835484550494,0.669635554658996,0.732679930583807
"AGO","Angola",2020,0,1.87003527589475,0.626008921057723,0.673955803047528
"ALB","Albania",2020,0.00687904706924355,2.48584841575974,0.975758915976785,0.935271715332722
"AND","Andorra",2020,-0.00409147594317593,1.21879015450621,1.94423040175965,0.882887967790963
"ARE","United Arab Emirates",2020,0.0945865259747189,1.22514414986574,2.4015749643825,0.987867411726482
"ARG","Argentina",2020,-0.00200931325637584,2.00762830743549,0.954806523113071,0.805555856195067
"ARM","Armenia",2020,0.00642789723985727,2.3844572706699,0.911765536656374,0.890205089913585
"ASM","American Samoa",2020,0.0340848016734609,1.27800852882424,0.744184836537229,0.541891436311988
"ATG","Antigua and Barbuda",2020,0,1.31919265327989,0.894836736340882,0.605970610379226
"AZE","Azerbaijan",2020,0.00676105756354494,2.51069417531108,0.959022686231846,0.937044196020622
"BDI","Burundi",2020,0,1.54146180301906,0.467090812506807,0.54144738447413
"BEL","Belgium",2020,-0.00378607620863458,0.908116535703843,1.7991073564745,0.758990031613022
"BFA","Burkina Faso",2020,0,1.6512282129693,0.514650196154773,0.584121590875929
"BGR","Bulgaria",2020,0.00816003592627539,2.42066921944425,1.15746087061295,0.970029945869075
"BHR","Bahrain",2020,0.0658196843124189,1.80562090081389,1.67117783827385,0.939020945224677
"BHS","Bahamas, The",2020,0,1.04074957614607,1.17584765256678,0.613402771287146
"BIH","Bosnia and Herzegovina",2020,0.0070207765561574,2.45759541425897,0.99586254502903,0.933562817268162
"BLR","Belarus",2020,0.00635122726744597,2.15020442845028,0.9008902790204,0.82525651979677
"BLZ","Belize",2020,0,1.48612862639366,0.599030135403709,0.564841238202627
"BMU","Bermuda",2020,0,0.302,2.04832497324274,0.669675026757259
"BOL","Bolivia",2020,0,2.07223375463309,0.738138552961639,0.759627692405274
"BRB","Barbados",2020,0,1.28433646027761,0.882459245092942,0.593204294629452
"BTN","Bhutan",2020,0.0492852988849792,2.86989475446264,1.07606235898871,1.05332818543363
"BWA","Botswana",2020,0,1.94285122050686,0.80299570052962,0.744153078963519
"CAF","Central African Republic",2020,0,1.65810809611542,0.507898698672248,0.583993205212336
"CHE","Switzerland",2020,-0.00569732774014537,0.4,2.70731588185289,0.886986790406965
"CHL","Chile",2020,-0.00253688705893088,2.0918202918059,1.20550456957482,0.900138251560344
"CIV","Cote d'Ivoire",2020,0,2.21532526505491,0.745230844633174,0.799443890311913
"CMR","Cameroon",2020,0,1.68904905444482,0.547409978305744,0.60354096724944
"COD","Congo, Dem. Rep.",2020,0,1.29998458742103,0.401270808016695,0.458744604562279
"COG","Congo, Rep.",2020,0,1.83322285145705,0.623315027963806,0.663462120579145
"COL","Colombia",2020,0,2.55267031688509,1.04305462887601,0.974275054238895
"COM","Comoros",2020,0,1.59444327442894,0.516028365600925,0.569528359970133
"CPV","Cabo Verde",2020,0,1.72606023010818,0.627547549076515,0.636392220815303
"CUB","Cuba",2020,0,1.43271270569207,0.659213132334324,0.568074161973609
"CYP","Cyprus",2020,-0.00319177625649087,1.49713534293955,1.51670167921535,0.832971201588613
"CZE","Czechia",2020,0.0118322756469059,2.03602418318366,1.67834997239421,1.01745812006904
"DEU","Germany",2020,-0.00416652033278312,0.992498977832132,1.97989078099251,0.833443720842574
"DJI","Djibouti",2020,0,1.60836734355674,0.556711237860261,0.584921418583003
"DMA","Dominica",2020,0,1.46577625585685,0.657822069868758,0.57640167427439
"DOM","Dominican Republic",2020,0,1.49534619799226,0.659859421129754,0.58479438087799
"DZA","Algeria",2020,0.0343891911731149,2.29406999057306,0.87314995149299,0.847169249107067
"EGY","Egypt, Arab Rep.",2020,0.0326172640349396,2.28272898690966,0.828160289277369,0.831727987847915
"ERI","Eritrea",2020,NA,NA,NA,NA
"ESP","Spain",2020,-0.00324281315077025,1.51192745592338,1.54095392531126,0.843875805614598
"EST","Estonia",2020,0.00992799944371084,1.72388065325613,1.40823778024805,0.857809565939531
"FJI","Fiji",2020,0.0382638102630597,1.99626417973031,0.835426524076804,0.756573106455942
"FRA","France",2020,-0.00380068343924377,1.17001974158397,1.8060485733435,0.830131001633287
"FSM","Micronesia, Fed. Sts.",2020,0.0332527582814976,1.92068159152781,0.726018555812698,0.706552610940985
"GAB","Gabon",2020,0,1.83881167569161,0.788635680914216,0.712552643394175
"GBR","United Kingdom",2020,-0.00358627467579309,1.01298087062817,1.70416357093997,0.759269283756072
"GEO","Georgia",2020,0.00646067354924968,2.4113991399311,0.916414694570331,0.898646839047814
"GHA","Ghana",2020,0,2.42526758165397,0.810941786618938,0.873790631727093
"GIN","Guinea",2020,0,1.63360192814545,0.516419812456602,0.579978259397946
"GMB","Gambia, The",2020,0,1.64608063734892,0.511937840743528,0.581981521907554
"GNB","Guinea-Bissau",2020,0,1.64592412464817,0.512091432757034,0.581984442594798
"GNQ","Equatorial Guinea",2020,0,1.93223436700843,0.821178304671634,0.746587328319931
"GRC","Greece",2020,-0.00254940284153257,1.7613751995712,1.21145195026922,0.814623447318051
"GRD","Grenada",2020,0,1.45532682342284,0.691368121195063,0.583305055382093
"GRL","Greenland",2020,-0.00589116945271386,1.0496209832707,2.79942761755389,1.0850602297227
"GUM","Guam",2020,0.0871714087602747,1.30608682970876,1.90324242459933,0.867842154452179
"GUY","Guyana",2020,0,1.45150205101296,0.594191183434215,0.554306765552821
"HND","Honduras",2020,0,2.10323022941314,0.715484376137369,0.76128539444949
"HRV","Croatia",2020,0.0095094978455382,2.27445895923852,1.34887539158331,0.986175147023703
"HTI","Haiti",2020,0,1.41886608905332,0.455412940926266,0.505720970020417
"HUN","Hungary",2020,0.010291132171649,2.30468333126257,1.45974636761516,1.02586143329391
"IDN","Indonesia",2020,0.0465358216887721,2.63553894604506,1.01603210687153,0.974964768772188
"IRL","Ireland",2020,-0.00566884110144465,0.398,2.69377930244362,0.882551856454931
"IRN","Iran, Islamic Rep.",2020,0.0340131777259669,2.35088449916105,0.863602878359305,0.859525800205614
"IRQ","Iraq",2020,0.0363712387339071,2.25271959848556,0.923474622487739,0.850177017760612
"ISL","Iceland",2020,-0.00478117708520962,0.338221559679387,2.27196981587175,0.745027447363651
"ISR","Israel",2020,-0.00407242121574616,1.06980620112245,1.93517577675862,0.840945600903188
"ITA","Italy",2020,-0.00361972910865224,1.44770325715136,1.72006079882098,0.878616214919
"JAM","Jamaica",2020,0,1.49606953647431,0.589274732883335,0.564655730642351
"KAZ","Kazakhstan",2020,0.00805590589105022,2.39605676804507,1.14269053843334,0.959308599412641
"KEN","Kenya",2020,0,1.42563617741967,0.472060805340851,0.512303017239484
"KGZ","Kyrgyz Republic",2020,0.00538795894341228,2.35174800895153,0.764255415762043,0.839384534229843
"KHM","Cambodia",2020,0.0397031123553086,2.5353371571818,0.866851286424237,0.907514668749275
"KIR","Kiribati",2020,0.0297394050407182,1.92406473564276,0.649310343389014,0.686364326008949
"KWT","Kuwait",2020,0.0745025270403699,1.70848976242261,1.89163733290305,0.974375431714708
"LAO","Lao PDR",2020,0.0424268982134459,2.58827367611548,0.926320610993568,0.937832611104394
"LBN","Lebanon",2020,0.0405909045761371,2.17157835675865,1.03061296740875,0.858399580408742
"LBR","Liberia",2020,0,1.57509214729698,0.488435148886933,0.556472703816091
"LBY","Libya",2020,0.0414643058461255,2.07075571299617,1.05278883867845,0.837919754171496
"LCA","St. Lucia",2020,0,1.4069360554168,0.723328123924166,0.579735820659034
"LKA","Sri Lanka",2020,0.0466293872269413,2.64937561439849,1.01807495445488,0.979178818373572
"LSO","Lesotho",2020,0,1.88452237714916,0.596264419945353,0.669213202905485
"LTU","Lithuania",2020,0.0091021228963507,1.82659021531818,1.29109126322743,0.851420644350738
"LUX","Luxembourg",2020,-0.00591097753040082,0.415,2.80884022742237,0.920248795047227
"LVA","Latvia",2020,0.00866084916884245,1.85827726941705,1.22849876027341,0.841884819478381
"MAR","Morocco",2020,0.0324127217219633,2.21660911123237,0.822966910062533,0.812836700427061
"MDA","Moldova",2020,0.00536658361381499,2.03044400506408,0.761223430630011,0.753699147919729
"MDG","Madagascar",2020,0,1.59613302040559,0.491078536013928,0.562788443580479
"MDV","Maldives",2020,0.0590160842753287,2.43388131360068,1.28851784001134,0.996616930663301
"MEX","Mexico",2020,0,1.76702817921615,0.85907962384868,0.71389219693517
"MHL","Marshall Islands",2020,0.0351396426443295,1.89644700238939,0.767215531067861,0.711477109187077
"MKD","North Macedonia",2020,0.0071274091644593,2.49767170566458,1.01098785486295,0.948467848636926
"MLI","Mali",2020,0,1.65570533502036,0.518020493785282,0.586274171194362
"MLT","Malta",2020,-0.00349111557249589,1.50220090814396,1.65894487133031,0.875363104953239
"MMR","Myanmar",2020,0.0405200934151059,2.62084267494528,0.884688706229812,0.934988712240017
"MNE","Montenegro",2020,0.00782985379481877,2.42058901632857,1.11062616292422,0.956614674542023
"MNG","Mongolia",2020,0.00647105450254325,2.44946677487831,0.917887181621311,0.909117098002921
"MNP","Northern Mariana Islands",2020,0.0640915511774854,1.62991892242559,1.39933220070843,0.814840428043466
"MRT","Mauritania",2020,0,1.71319099258665,0.562537913448352,0.614271093964998
"MUS","Mauritius",2020,0,2.47901493814454,1.25508521883802,1.01589984301744
"MWI","Malawi",2020,0,1.58870474763081,0.490604317613056,0.560690934756137
"MYS","Malaysia",2020,0.0610549936257973,2.54091496091524,1.33303402749657,1.03710600521398
"NAM","Namibia",2020,0,1.93203771357871,0.743732568345859,0.724229718075431
"NER","Niger",2020,0,1.59539854457816,0.491799305770419,0.562802149651425
"NIC","Nicaragua",2020,0,2.11945345316538,0.699563894350769,0.760982652483848
"NLD","Netherlands",2020,-0.00420033750117907,0.778301622344328,1.995960377346,0.781537662808497
"NOR","Norway",2020,-0.00621008723675846,0.436,2.95097431121965,0.966815601543592
"NPL","Nepal",2020,0.042085712233175,2.75374706014213,0.918871383757654,0.979467268333386
"OMN","Oman",2020,0.0569820723928806,2.01735980376804,1.44678871612167,0.932833552503162
"PAK","Pakistan",2020,0.0442401097069476,2.85832895263257,0.965909061935022,1.02000209513936
"PAN","Panama",2020,0,1.91363779694226,1.18880208370516,0.847560119352589
"PER","Peru",2020,0,2.05252417538407,0.858410667283382,0.78906515733255
